seccion,anio,mes,departamento,local,tipo_medicion,valor
CUR1,2021,1,CANINDEYU,,ACCID.FEP,2.0
CUR1,2021,1,CANINDEYU,,PROG.FEP,0.205397988170171
CUR1,2021,1,CANINDEYU,,PROD.FEP,2213.89059412984
CUR1,2021,1,CANINDEYU,,"TOTAL FEP",68987.4783461246
CUR1,2021,1,CANINDEYU,,ACCID.PENF,0.0
CUR1,2021,1,CANINDEYU,,PROG.PENF,0.351600823940535
CUR1,2021,1,CANINDEYU,,PROD.PENF,2573.55937731537
CUR1,2021,1,CANINDEYU,,"TOTAL PENEF",57617.2405727283
CUR2,2021,1,CANINDEYU,,ACCID.DEP,0.0
CUR2,2021,1,CANINDEYU,,PROG.DEP,0.782640825062246
CUR2,2021,1,CANINDEYU,,PROD.DEP,4237.50688219919
CUR2,2021,1,CANINDEYU,,"TOTAL DEP",57792.6002315506
CUR2,2021,1,CANINDEYU,,ACCID.FEP,7.0
CUR2,2021,1,CANINDEYU,,PROG.FEP,0.321467702053841
CUR2,2021,1,CANINDEYU,,PROD.FEP,4311.33659299712
CUR2,2021,1,CANINDEYU,,"TOTAL FEP",62576.1253937977
CUR2,2021,1,CANINDEYU,,ACCID.PENF,3.0
CUR2,2021,1,CANINDEYU,,PROG.PENF,0.474627943758899
CUR2,2021,1,CANINDEYU,,PROD.PENF,1676.27909638973
CUR2,2021,1,CANINDEYU,,"TOTAL PENEF",53385.5805785523
CUR3,2021,1,CANINDEYU,,ACCID.DEP,3.0
CUR3,2021,1,CANINDEYU,,PROG.DEP,0.701635236445711
CUR3,2021,1,CANINDEYU,,PROD.DEP,4970.90912248914
CUR3,2021,1,CANINDEYU,,"TOTAL DEP",54260.8270379094
CUR3,2021,1,CANINDEYU,,ACCID.FEP,5.0
CUR3,2021,1,CANINDEYU,,PROG.FEP,0.665033192861957
CUR3,2021,1,CANINDEYU,,PROD.FEP,1658.90410025267
CUR3,2021,1,CANINDEYU,,"TOTAL FEP",57284.748178714
CUR3,2021,1,CANINDEYU,,ACCID.PENF,0.0
CUR3,2021,1,CANINDEYU,,PROG.PENF,0.506766671803006
CUR3,2021,1,CANINDEYU,,PROD.PENF,2895.08153649378
CUR3,2021,1,CANINDEYU,,"TOTAL PENEF",66734.7833216741
CUR4,2021,1,CANINDEYU,,ACCID.DEP,2.0
CUR4,2021,1,CANINDEYU,,PROG.DEP,0.631634264997481
CUR4,2021,1,CANINDEYU,,PROD.DEP,4483.28898724366
CUR4,2021,1,CANINDEYU,,"TOTAL DEP",54541.4983105695
CAT9,2021,1,CANINDEYU,,PROG.DEP,0.48784651605169
CUR4,2021,1,CANINDEYU,,PROG.FEP,0.945713124280138
CUR4,2021,1,CANINDEYU,,PROD.FEP,1207.19174224366
CUR4,2021,1,CANINDEYU,,ACCID.FEP,5.0
CUR4,2021,1,CANINDEYU,,ACCID.PENF,2.0
CUR4,2021,1,CANINDEYU,,PROG.PENF,0.924223213590348
CUR4,2021,1,CANINDEYU,,PROD.PENF,2893.00433523917
CUR4,2021,1,CANINDEYU,,"TOTAL PENEF",68124.6601479612
CAT5,2021,1,CANINDEYU,,PROD.PENF,1379.88210952367
CAT5,2021,1,CANINDEYU,,PROG.PENF,0.745940333994638
CUR4,2021,1,CANINDEYU,,"TOTAL FEP",50228.2874015633
CUR5,2021,1,CANINDEYU,,ACCID.DEP,8.0
CUR5,2021,1,CANINDEYU,,ACCID.FEP,8.0
CUR5,2021,1,CANINDEYU,,PROG.FEP,0.460712313904652
CUR5,2021,1,CANINDEYU,,PROD.FEP,1226.98387518896
CUR5,2021,1,CANINDEYU,,"TOTAL FEP",54946.7452550711
CUR5,2021,1,CANINDEYU,,ACCID.PENF,1.0
CUR5,2021,1,CANINDEYU,,PROG.PENF,0.945678283835653
CUR5,2021,1,CANINDEYU,,PROD.PENF,2282.46713651979
CUR5,2021,1,CANINDEYU,,"TOTAL PENEF",58882.6747534572
DES10,2021,1,"ALTO PARANÁ",,ACCID.DEP,7.0
DES10,2021,1,"ALTO PARANÁ",,PROG.DEP,0.33353725475634
DES10,2021,1,"ALTO PARANÁ",,PROD.DEP,2048.17046590645
DES10,2021,1,"ALTO PARANÁ",,"TOTAL DEP",54424.2411279189
DES10,2021,1,"ALTO PARANÁ",,ACCID.FEP,4.0
DES10,2021,1,"ALTO PARANÁ",,PROG.FEP,0.804851112705019
DES10,2021,1,"ALTO PARANÁ",,PROD.FEP,2366.80598288751
DES10,2021,1,"ALTO PARANÁ",,"TOTAL FEP",53769.8285213526
DES10,2021,1,"ALTO PARANÁ",,ACCID.PENF,0.0
DES10,2021,1,"ALTO PARANÁ",,PROG.PENF,0.988904865674108
DES10,2021,1,"ALTO PARANÁ",,PROD.PENF,1401.70047385134
DES10,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",65984.545144865
DES3,2021,1,"ALTO PARANÁ",,ACCID.DEP,2.0
DES3,2021,1,"ALTO PARANÁ",,PROG.DEP,0.236879742161982
DES3,2021,1,"ALTO PARANÁ",,PROD.DEP,3902.32986131147
DES3,2021,1,"ALTO PARANÁ",,"TOTAL DEP",62277.9727212303
DES3,2021,1,"ALTO PARANÁ",,ACCID.FEP,6.0
DES3,2021,1,"ALTO PARANÁ",,PROG.FEP,0.12226974057493
DES3,2021,1,"ALTO PARANÁ",,PROD.FEP,3342.14833007998
DES3,2021,1,"ALTO PARANÁ",,"TOTAL FEP",52081.7793261715
DES3,2021,1,"ALTO PARANÁ",,ACCID.PENF,7.0
DES3,2021,1,"ALTO PARANÁ",,PROG.PENF,0.107816046200041
DES3,2021,1,"ALTO PARANÁ",,PROD.PENF,2061.12315855277
DES3,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",50346.1915789402
DES4,2021,1,"ALTO PARANÁ",,ACCID.DEP,7.0
DES4,2021,1,"ALTO PARANÁ",,PROG.DEP,0.308130570971162
DES4,2021,1,"ALTO PARANÁ",,PROD.DEP,1637.15203639801
DES4,2021,1,"ALTO PARANÁ",,"TOTAL DEP",57402.0035312573
DES4,2021,1,"ALTO PARANÁ",,ACCID.FEP,4.0
DES4,2021,1,"ALTO PARANÁ",,PROG.FEP,0.857052730897312
DES4,2021,1,"ALTO PARANÁ",,PROD.FEP,2057.31439404299
DES4,2021,1,"ALTO PARANÁ",,"TOTAL FEP",59730.8323573218
DES4,2021,1,"ALTO PARANÁ",,ACCID.PENF,5.0
DES4,2021,1,"ALTO PARANÁ",,PROG.PENF,0.587192087466784
DES4,2021,1,"ALTO PARANÁ",,PROD.PENF,3828.4138010352
DES4,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",64300.7434216348
DES5,2021,1,"ALTO PARANÁ",,ACCID.DEP,9.0
DES5,2021,1,"ALTO PARANÁ",,PROG.DEP,0.264715355184703
DES5,2021,1,"ALTO PARANÁ",,PROD.DEP,4144.60473547341
DES5,2021,1,"ALTO PARANÁ",,"TOTAL DEP",63777.2377557922
DES5,2021,1,"ALTO PARANÁ",,ACCID.FEP,6.0
DES5,2021,1,"ALTO PARANÁ",,PROG.FEP,0.581678673638961
DES5,2021,1,"ALTO PARANÁ",,PROD.FEP,1467.53218423377
DES5,2021,1,"ALTO PARANÁ",,"TOTAL FEP",63123.1980312662
DES5,2021,1,"ALTO PARANÁ",,ACCID.PENF,5.0
DES5,2021,1,"ALTO PARANÁ",,PROG.PENF,0.282395695054842
DES5,2021,1,"ALTO PARANÁ",,PROD.PENF,2159.25786902085
DES5,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",58611.4981017802
DES8,2021,1,"ALTO PARANÁ",,ACCID.DEP,6.0
DES8,2021,1,"ALTO PARANÁ",,PROG.DEP,0.181796736950269
DES8,2021,1,"ALTO PARANÁ",,PROD.DEP,2508.18197062302
DES8,2021,1,"ALTO PARANÁ",,"TOTAL DEP",57173.9463142105
DES8,2021,1,"ALTO PARANÁ",,ACCID.FEP,5.0
DES8,2021,1,"ALTO PARANÁ",,PROG.FEP,0.514409084749305
DES8,2021,1,"ALTO PARANÁ",,PROD.FEP,3215.86297140371
DES8,2021,1,"ALTO PARANÁ",,"TOTAL FEP",63624.7270865577
DES8,2021,1,"ALTO PARANÁ",,ACCID.PENF,7.0
DES8,2021,1,"ALTO PARANÁ",,PROG.PENF,0.374529064118611
DES8,2021,1,"ALTO PARANÁ",,PROD.PENF,3837.22748913605
DES8,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",62991.798797457
DES9,2021,1,"ALTO PARANÁ",,ACCID.DEP,3.0
DES9,2021,1,"ALTO PARANÁ",,PROG.DEP,0.489927386538623
DES9,2021,1,"ALTO PARANÁ",,PROD.DEP,2034.20891708914
DES9,2021,1,"ALTO PARANÁ",,"TOTAL DEP",69136.7193327088
DES9,2021,1,"ALTO PARANÁ",,ACCID.FEP,2.0
DES9,2021,1,"ALTO PARANÁ",,PROG.FEP,0.838812123589346
DES9,2021,1,"ALTO PARANÁ",,PROD.FEP,3309.70692373072
DES9,2021,1,"ALTO PARANÁ",,"TOTAL FEP",61698.9656192754
DES9,2021,1,"ALTO PARANÁ",,ACCID.PENF,1.0
DES9,2021,1,"ALTO PARANÁ",,PROG.PENF,0.322715994672314
DES9,2021,1,"ALTO PARANÁ",,PROD.PENF,3838.11743392457
DES9,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",63861.6638965225
HER1,2021,1,"ALTO PARANÁ",,ACCID.DEP,5.0
HER1,2021,1,"ALTO PARANÁ",,PROG.DEP,0.420324573665174
HER1,2021,1,"ALTO PARANÁ",,PROD.DEP,4199.89207730235
HER1,2021,1,"ALTO PARANÁ",,"TOTAL DEP",55578.7320504331
HER1,2021,1,"ALTO PARANÁ",,ACCID.FEP,1.0
HER1,2021,1,"ALTO PARANÁ",,PROG.FEP,0.519047630395165
HER1,2021,1,"ALTO PARANÁ",,PROD.FEP,2116.79363488447
HER1,2021,1,"ALTO PARANÁ",,"TOTAL FEP",62718.3546358735
HER1,2021,1,"ALTO PARANÁ",,ACCID.PENF,4.0
HER1,2021,1,"ALTO PARANÁ",,PROG.PENF,0.605616383017171
HER1,2021,1,"ALTO PARANÁ",,PROD.PENF,3985.18341636796
HER1,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",54329.1211846122
HER2,2021,1,"ALTO PARANÁ",,PROG.DEP,0.139969797295077
HER2,2021,1,"ALTO PARANÁ",,PROD.DEP,2765.49544332987
HER2,2021,1,"ALTO PARANÁ",,ACCID.DEP,0.0
HER2,2021,1,"ALTO PARANÁ",,"TOTAL DEP",50085.5622092237
CUR5,2021,1,CANINDEYU,,PROD.DEP,4674.1747848722
CUR5,2021,1,CANINDEYU,,"TOTAL DEP",60303.9584481128
CUR5,2021,1,CANINDEYU,,PROG.DEP,0.886687152794903
HER2,2021,1,"ALTO PARANÁ",,ACCID.FEP,2.0
HER2,2021,1,"ALTO PARANÁ",,ACCID.PENF,6.0
HER2,2021,1,"ALTO PARANÁ",,PROG.PENF,0.872535981594162
HER2,2021,1,"ALTO PARANÁ",,PROD.PENF,4145.10140880296
HER2,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",58144.1294661514
HER3,2021,1,"ALTO PARANÁ",,ACCID.DEP,9.0
HER3,2021,1,"ALTO PARANÁ",,PROG.DEP,0.653409780664871
HER3,2021,1,"ALTO PARANÁ",,PROD.DEP,2970.33933906475
HER3,2021,1,"ALTO PARANÁ",,"TOTAL DEP",65947.366201444
HER3,2021,1,"ALTO PARANÁ",,ACCID.FEP,4.0
HER3,2021,1,"ALTO PARANÁ",,PROG.FEP,0.963181347436872
HER3,2021,1,"ALTO PARANÁ",,PROD.FEP,2926.15604328196
HER3,2021,1,"ALTO PARANÁ",,"TOTAL FEP",52044.5217650529
HER3,2021,1,"ALTO PARANÁ",,ACCID.PENF,6.0
HER3,2021,1,"ALTO PARANÁ",,PROG.PENF,0.531780717602983
HER3,2021,1,"ALTO PARANÁ",,PROD.PENF,3584.96488170513
HER3,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",60704.8972569825
HER7,2021,1,"ALTO PARANÁ",,ACCID.DEP,3.0
HER7,2021,1,"ALTO PARANÁ",,PROG.DEP,0.953072083521865
HER7,2021,1,"ALTO PARANÁ",,PROD.DEP,2954.87971914943
HER7,2021,1,"ALTO PARANÁ",,"TOTAL DEP",58660.4997643943
HER7,2021,1,"ALTO PARANÁ",,ACCID.FEP,1.0
HER7,2021,1,"ALTO PARANÁ",,PROG.FEP,0.561798908220168
HER7,2021,1,"ALTO PARANÁ",,PROD.FEP,2934.38905237795
HER7,2021,1,"ALTO PARANÁ",,"TOTAL FEP",50715.1506998786
HER7,2021,1,"ALTO PARANÁ",,ACCID.PENF,0.0
HER7,2021,1,"ALTO PARANÁ",,PROG.PENF,0.903601190361505
HER7,2021,1,"ALTO PARANÁ",,PROD.PENF,4250.5784658769
HER7,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",53579.1027419284
HER8,2021,1,"ALTO PARANÁ",,ACCID.DEP,5.0
HER8,2021,1,"ALTO PARANÁ",,PROG.DEP,0.996307923917969
HER8,2021,1,"ALTO PARANÁ",,PROD.DEP,1546.23619551727
HER8,2021,1,"ALTO PARANÁ",,"TOTAL DEP",50176.4175134607
HER8,2021,1,"ALTO PARANÁ",,ACCID.FEP,2.0
HER8,2021,1,"ALTO PARANÁ",,PROG.FEP,0.497359210157472
HER8,2021,1,"ALTO PARANÁ",,PROD.FEP,3202.49261024365
HER8,2021,1,"ALTO PARANÁ",,"TOTAL FEP",51424.2647567895
HER8,2021,1,"ALTO PARANÁ",,ACCID.PENF,3.0
HER8,2021,1,"ALTO PARANÁ",,PROG.PENF,0.106601056849174
HER8,2021,1,"ALTO PARANÁ",,PROD.PENF,3559.33713703116
HER2,2021,1,"ALTO PARANÁ",,PROD.FEP,1277.13809081209
HER9,2021,1,"ALTO PARANÁ",,ACCID.DEP,0.0
HER9,2021,1,"ALTO PARANÁ",,PROG.DEP,0.10348194964756
HER9,2021,1,"ALTO PARANÁ",,PROD.DEP,4687.31970569251
HER9,2021,1,"ALTO PARANÁ",,"TOTAL DEP",64315.1506430537
HER9,2021,1,"ALTO PARANÁ",,ACCID.FEP,9.0
HER9,2021,1,"ALTO PARANÁ",,PROG.FEP,0.57209247110717
HER9,2021,1,"ALTO PARANÁ",,PROD.FEP,1427.93008168783
HER9,2021,1,"ALTO PARANÁ",,"TOTAL FEP",53067.8861814924
HER9,2021,1,"ALTO PARANÁ",,ACCID.PENF,2.0
HER9,2021,1,"ALTO PARANÁ",,PROG.PENF,0.800783629660234
HER9,2021,1,"ALTO PARANÁ",,PROD.PENF,4925.73405192724
IRY1,2021,1,"ALTO PARANÁ",,PROG.DEP,0.597038510134802
HER2,2021,1,"ALTO PARANÁ",,PROG.FEP,0.320857626802064
HER9,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",67460.7883095716
IRY1,2021,1,"ALTO PARANÁ",,PROD.DEP,3696.36120877477
IRY1,2021,1,"ALTO PARANÁ",,"TOTAL DEP",65309.8838040741
IRY1,2021,1,"ALTO PARANÁ",,ACCID.FEP,8.0
IRY1,2021,1,"ALTO PARANÁ",,PROG.FEP,0.724328096327123
IRY1,2021,1,"ALTO PARANÁ",,PROD.FEP,4584.78761997346
IRY1,2021,1,"ALTO PARANÁ",,"TOTAL FEP",57267.90199043
IRY1,2021,1,"ALTO PARANÁ",,ACCID.PENF,6.0
IRY1,2021,1,"ALTO PARANÁ",,PROG.PENF,0.957321979795074
IRY1,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",61778.2898150946
IRY1,2021,1,"ALTO PARANÁ",,PROD.PENF,3655.75971623607
IRY2,2021,1,"ALTO PARANÁ",,ACCID.DEP,5.0
IRY2,2021,1,"ALTO PARANÁ",,PROG.DEP,0.101023227273018
IRY2,2021,1,"ALTO PARANÁ",,PROD.DEP,2317.05657930342
IRY2,2021,1,"ALTO PARANÁ",,"TOTAL DEP",58834.8821279276
IRY2,2021,1,"ALTO PARANÁ",,ACCID.FEP,3.0
HER2,2021,1,"ALTO PARANÁ",,"TOTAL FEP",67668.885858426
IRY2,2021,1,"ALTO PARANÁ",,PROD.FEP,2946.50593669417
IRY2,2021,1,"ALTO PARANÁ",,"TOTAL FEP",68242.5343173792
IRY2,2021,1,"ALTO PARANÁ",,ACCID.PENF,4.0
IRY2,2021,1,"ALTO PARANÁ",,PROG.PENF,0.40389833959197
IRY2,2021,1,"ALTO PARANÁ",,PROD.PENF,3381.66982433792
IRY2,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",50637.2684818098
IRY3,2021,1,"ALTO PARANÁ",,ACCID.DEP,9.0
IRY3,2021,1,"ALTO PARANÁ",,PROG.DEP,0.342909829137622
IRY3,2021,1,"ALTO PARANÁ",,PROD.DEP,4300.53111902927
IRY3,2021,1,"ALTO PARANÁ",,ACCID.FEP,1.0
IRY3,2021,1,"ALTO PARANÁ",,PROG.FEP,0.323973334671437
IRY3,2021,1,"ALTO PARANÁ",,"TOTAL DEP",53263.0615299046
IRY3,2021,1,"ALTO PARANÁ",,PROD.FEP,3182.79152692082
IRY3,2021,1,"ALTO PARANÁ",,"TOTAL FEP",63858.2922805003
IRY3,2021,1,"ALTO PARANÁ",,ACCID.PENF,2.0
IRY3,2021,1,"ALTO PARANÁ",,PROG.PENF,0.843394736811212
IRY3,2021,1,"ALTO PARANÁ",,PROD.PENF,4062.65369740305
IRY3,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",53742.8122071525
IRY4,2021,1,"ALTO PARANÁ",,ACCID.DEP,1.0
IRY4,2021,1,"ALTO PARANÁ",,PROG.DEP,0.591627517253808
IRY4,2021,1,"ALTO PARANÁ",,PROD.DEP,3482.73760838542
IRY4,2021,1,"ALTO PARANÁ",,"TOTAL DEP",56035.4637254747
IRY4,2021,1,"ALTO PARANÁ",,ACCID.FEP,1.0
IRY4,2021,1,"ALTO PARANÁ",,PROG.FEP,0.577459804367444
IRY4,2021,1,"ALTO PARANÁ",,PROD.FEP,2131.38575907689
IRY4,2021,1,"ALTO PARANÁ",,"TOTAL FEP",50004.5557288687
IRY2,2021,1,"ALTO PARANÁ",,PROG.FEP,0.444935101193038
HER8,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",68395.322648812
IRY1,2021,1,"ALTO PARANÁ",,ACCID.DEP,2.0
IRY4,2021,1,"ALTO PARANÁ",,ACCID.PENF,2.0
IRY4,2021,1,"ALTO PARANÁ",,PROG.PENF,0.278635896245404
JEP1,2021,1,CANINDEYU,,PROG.DEP,0.947866757056905
JEP1,2021,1,CANINDEYU,,PROD.DEP,4026.45683722956
JEP1,2021,1,CANINDEYU,,"TOTAL DEP",50098.7152927652
JEP1,2021,1,CANINDEYU,,ACCID.FEP,3.0
JEP1,2021,1,CANINDEYU,,PROG.FEP,0.208658571386764
JEP1,2021,1,CANINDEYU,,PROD.FEP,3879.3658973351
JEP1,2021,1,CANINDEYU,,"TOTAL FEP",60484.1044602566
JEP1,2021,1,CANINDEYU,,ACCID.PENF,2.0
JEP1,2021,1,CANINDEYU,,PROG.PENF,0.990008375028735
JEP1,2021,1,CANINDEYU,,PROD.PENF,4314.73403466443
JEP1,2021,1,CANINDEYU,,"TOTAL PENEF",60672.9141023927
JEP2,2021,1,CANINDEYU,,ACCID.DEP,5.0
JEP2,2021,1,CANINDEYU,,PROG.DEP,0.281509395399281
JEP2,2021,1,CANINDEYU,,PROD.DEP,1146.25391095113
JEP2,2021,1,CANINDEYU,,"TOTAL DEP",63535.9253710972
JEP2,2021,1,CANINDEYU,,ACCID.FEP,0.0
JEP2,2021,1,CANINDEYU,,PROG.FEP,0.516592857687821
JEP2,2021,1,CANINDEYU,,PROD.FEP,1075.3834025502
JEP2,2021,1,CANINDEYU,,"TOTAL FEP",61955.3182615846
JEP2,2021,1,CANINDEYU,,ACCID.PENF,1.0
JEP2,2021,1,CANINDEYU,,PROG.PENF,0.370928960300257
JEP2,2021,1,CANINDEYU,,PROD.PENF,4901.92535655283
JEP2,2021,1,CANINDEYU,,"TOTAL PENEF",63921.9284672593
JEP3,2021,1,CANINDEYU,,ACCID.DEP,3.0
JEP3,2021,1,CANINDEYU,,PROG.DEP,0.652544657047239
JEP3,2021,1,CANINDEYU,,PROD.DEP,3729.86955745864
JEP3,2021,1,CANINDEYU,,"TOTAL DEP",50672.8535425617
JEP3,2021,1,CANINDEYU,,ACCID.FEP,8.0
JEP3,2021,1,CANINDEYU,,PROG.FEP,0.213125273744844
JEP3,2021,1,CANINDEYU,,PROD.FEP,1060.48533697936
JEP3,2021,1,CANINDEYU,,"TOTAL FEP",50779.7721962657
JEP3,2021,1,CANINDEYU,,ACCID.PENF,1.0
JEP3,2021,1,CANINDEYU,,PROG.PENF,0.186685352791409
JEP3,2021,1,CANINDEYU,,PROD.PENF,3035.4797984707
JEP3,2021,1,CANINDEYU,,"TOTAL PENEF",64796.4958057884
JLM1,2021,1,"ALTO PARANÁ",,ACCID.DEP,7.0
JLM1,2021,1,"ALTO PARANÁ",,PROG.DEP,0.577495536619377
JLM1,2021,1,"ALTO PARANÁ",,PROD.DEP,1891.59178306262
JLM1,2021,1,"ALTO PARANÁ",,"TOTAL DEP",51476.1010950774
JLM1,2021,1,"ALTO PARANÁ",,ACCID.FEP,6.0
JLM1,2021,1,"ALTO PARANÁ",,PROG.FEP,0.680126415172211
JLM1,2021,1,"ALTO PARANÁ",,PROD.FEP,3939.52117501918
JLM1,2021,1,"ALTO PARANÁ",,"TOTAL FEP",62937.2924261586
JLM1,2021,1,"ALTO PARANÁ",,ACCID.PENF,2.0
JLM1,2021,1,"ALTO PARANÁ",,PROG.PENF,0.507189254500875
JLM1,2021,1,"ALTO PARANÁ",,PROD.PENF,1152.58658313021
JLM1,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",66508.344797178
JLM2,2021,1,"ALTO PARANÁ",,ACCID.DEP,3.0
JLM2,2021,1,"ALTO PARANÁ",,PROG.DEP,0.499864035288031
JLM2,2021,1,"ALTO PARANÁ",,PROD.DEP,4894.62320969576
JLM2,2021,1,"ALTO PARANÁ",,"TOTAL DEP",66624.868774695
JLM2,2021,1,"ALTO PARANÁ",,ACCID.FEP,8.0
JLM2,2021,1,"ALTO PARANÁ",,PROG.FEP,0.65354642954786
JLM2,2021,1,"ALTO PARANÁ",,PROD.FEP,4219.22622335295
JLM2,2021,1,"ALTO PARANÁ",,"TOTAL FEP",56530.1468685816
JLM2,2021,1,"ALTO PARANÁ",,ACCID.PENF,2.0
JLM2,2021,1,"ALTO PARANÁ",,PROG.PENF,0.304514506517895
JLM2,2021,1,"ALTO PARANÁ",,PROD.PENF,4508.28882964285
JLM2,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",67523.3703377123
K152,2021,1,"ALTO PARANÁ",,ACCID.DEP,1.0
K152,2021,1,"ALTO PARANÁ",,PROG.DEP,0.293163660654643
K152,2021,1,"ALTO PARANÁ",,PROD.DEP,2466.1891217926
K152,2021,1,"ALTO PARANÁ",,"TOTAL DEP",63131.0409605901
K152,2021,1,"ALTO PARANÁ",,ACCID.FEP,1.0
K152,2021,1,"ALTO PARANÁ",,PROG.FEP,0.776633605042639
K152,2021,1,"ALTO PARANÁ",,PROD.FEP,2468.30068643029
K152,2021,1,"ALTO PARANÁ",,"TOTAL FEP",54807.4713351898
K152,2021,1,"ALTO PARANÁ",,ACCID.PENF,1.0
K152,2021,1,"ALTO PARANÁ",,PROG.PENF,0.946886234006182
K152,2021,1,"ALTO PARANÁ",,PROD.PENF,4562.71125441541
K152,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",56803.4321437289
K153,2021,1,"ALTO PARANÁ",,ACCID.DEP,8.0
K153,2021,1,"ALTO PARANÁ",,PROG.DEP,0.123448573487104
K153,2021,1,"ALTO PARANÁ",,PROD.DEP,2556.49793004781
JEP1,2021,1,CANINDEYU,,ACCID.DEP,3.0
K153,2021,1,"ALTO PARANÁ",,ACCID.FEP,3.0
K153,2021,1,"ALTO PARANÁ",,PROG.FEP,0.57759956440068
K153,2021,1,"ALTO PARANÁ",,PROD.FEP,2242.07044594561
K153,2021,1,"ALTO PARANÁ",,"TOTAL FEP",52565.2311038885
K153,2021,1,"ALTO PARANÁ",,ACCID.PENF,7.0
K153,2021,1,"ALTO PARANÁ",,PROG.PENF,0.882479572811291
K153,2021,1,"ALTO PARANÁ",,PROD.PENF,3986.05902085857
K153,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",64338.4881876978
K154,2021,1,"ALTO PARANÁ",,ACCID.DEP,1.0
K154,2021,1,"ALTO PARANÁ",,PROG.DEP,0.588630687610151
K154,2021,1,"ALTO PARANÁ",,PROD.DEP,1011.95939680455
K154,2021,1,"ALTO PARANÁ",,"TOTAL DEP",63318.3696891897
K154,2021,1,"ALTO PARANÁ",,ACCID.FEP,9.0
K154,2021,1,"ALTO PARANÁ",,PROG.FEP,0.84222855089615
K154,2021,1,"ALTO PARANÁ",,PROD.FEP,4105.66755842581
K154,2021,1,"ALTO PARANÁ",,"TOTAL FEP",55238.2882574225
K154,2021,1,"ALTO PARANÁ",,ACCID.PENF,9.0
K154,2021,1,"ALTO PARANÁ",,PROG.PENF,0.227419047086923
K154,2021,1,"ALTO PARANÁ",,PROD.PENF,1364.17188628564
K154,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",53298.0158298644
IRY4,2021,1,"ALTO PARANÁ",,PROD.PENF,2467.20999594794
IRY4,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",57005.3963221755
K153,2021,1,"ALTO PARANÁ",,"TOTAL DEP",54830.3871750876
K155,2021,1,"ALTO PARANÁ",,PROG.DEP,0.244785353162969
K155,2021,1,"ALTO PARANÁ",,ACCID.DEP,5.0
K155,2021,1,"ALTO PARANÁ",,ACCID.FEP,4.0
K155,2021,1,"ALTO PARANÁ",,PROG.FEP,0.916206191110334
K155,2021,1,"ALTO PARANÁ",,PROD.FEP,2735.10932815135
K155,2021,1,"ALTO PARANÁ",,"TOTAL FEP",59582.7507745286
K155,2021,1,"ALTO PARANÁ",,ACCID.PENF,6.0
K155,2021,1,"ALTO PARANÁ",,PROG.PENF,0.749946816720517
K155,2021,1,"ALTO PARANÁ",,PROD.PENF,4429.94584351838
K155,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",53791.2162007948
K156,2021,1,"ALTO PARANÁ",,ACCID.DEP,8.0
K156,2021,1,"ALTO PARANÁ",,PROG.DEP,0.513838837294934
K156,2021,1,"ALTO PARANÁ",,PROD.DEP,3382.66044873777
K156,2021,1,"ALTO PARANÁ",,"TOTAL DEP",58084.751467367
K156,2021,1,"ALTO PARANÁ",,ACCID.FEP,1.0
K156,2021,1,"ALTO PARANÁ",,PROG.FEP,0.206240303136349
K156,2021,1,"ALTO PARANÁ",,PROD.FEP,4857.53105001396
K156,2021,1,"ALTO PARANÁ",,"TOTAL FEP",63219.1831052862
K156,2021,1,"ALTO PARANÁ",,ACCID.PENF,7.0
K156,2021,1,"ALTO PARANÁ",,PROG.PENF,0.147526391193645
K156,2021,1,"ALTO PARANÁ",,PROD.PENF,4211.76167834607
K156,2021,1,"ALTO PARANÁ",,"TOTAL PENEF",68849.5296561812
K157,2021,1,"ALTO PARANÁ",,ACCID.DEP,5.0
K157,2021,1,"ALTO PARANÁ",,PROG.DEP,0.771548189073781
K157,2021,1,"ALTO PARANÁ",,PROD.DEP,4200.73793794491
K157,2021,1,"ALTO PARANÁ",,"TOTAL DEP",69674.1259846139
K157,2021,1,"ALTO PARANÁ",,ACCID.FEP,6.0
K157,2021,1,"ALTO PARANÁ",,PROG.FEP,0.775746680068375
K157,2021,1,"ALTO PARANÁ",,PROD.FEP,1166.50647197608
K157,2021,1,"ALTO PARANÁ",,"TOTAL FEP",65375.7096670257
