seccion,anio,mes,departamento,tipo_medicion,valor
CAT2,2023,3,CANINDEYU,ACCID.DEP,9.0
CAT2,2023,3,CANINDEYU,PROG.DEP,0.892601718386528
CAT2,2023,3,CANINDEYU,PROD.DEP,1124.99621918901
CAT2,2023,3,CANINDEYU,TOTAL DEP,51267.4998371828
CAT2,2023,3,CANINDEYU,ACCID.FEP,0.0
CAT2,2023,3,CANINDEYU,PROG.FEP,0.214439680550353
CAT2,2023,3,CANINDEYU,PROD.FEP,2775.4203147158
CAT2,2023,3,CANINDEYU,TOTAL FEP,52355.8862418097
CAT2,2023,3,CANINDEYU,ACCID.PENF,8.0
CAT2,2023,3,CANINDEYU,PROG.PENF,0.355757396297982
CAT2,2023,3,CANINDEYU,PROD.PENF,1429.5404914316
CAT2,2023,3,CANINDEYU,TOTAL PENEF,53753.3197159407
CAT3,2023,3,CANINDEYU,ACCID.DEP,8.0
CAT3,2023,3,CANINDEYU,PROG.DEP,0.429845570838176
CAT3,2023,3,CANINDEYU,PROD.DEP,4947.99339812432
CAT3,2023,3,CANINDEYU,ACCID.FEP,9.0
CAT3,2023,3,CANINDEYU,TOTAL DEP,68881.1396465819
CAT3,2023,3,CANINDEYU,PROG.FEP,0.775660658594165
CAT3,2023,3,CANINDEYU,PROD.FEP,4988.24491842842
CAT3,2023,3,CANINDEYU,TOTAL FEP,65013.5755458576
CAT3,2023,3,CANINDEYU,ACCID.PENF,5.0
CAT3,2023,3,CANINDEYU,PROG.PENF,0.805317824917755
CAT3,2023,3,CANINDEYU,PROD.PENF,3234.15652452496
CAT3,2023,3,CANINDEYU,TOTAL PENEF,66014.6702325157
CAT4,2023,3,CANINDEYU,ACCID.DEP,7.0
CAT4,2023,3,CANINDEYU,PROG.DEP,0.674688371118641
CAT4,2023,3,CANINDEYU,PROD.DEP,2437.74666396563
CAT4,2023,3,CANINDEYU,TOTAL DEP,66305.6020417481
CAT4,2023,3,CANINDEYU,ACCID.FEP,7.0
CAT4,2023,3,CANINDEYU,PROG.FEP,0.534083245436523
CAT4,2023,3,CANINDEYU,PROD.FEP,4982.65610274627
CAT4,2023,3,CANINDEYU,TOTAL FEP,61562.3643099708
CAT4,2023,3,CANINDEYU,ACCID.PENF,8.0
CAT4,2023,3,CANINDEYU,PROG.PENF,0.614337059920283
CAT4,2023,3,CANINDEYU,PROD.PENF,1847.34939292075
CAT4,2023,3,CANINDEYU,TOTAL PENEF,54687.3441295324
CAT5,2023,3,CANINDEYU,ACCID.DEP,5.0
CAT5,2023,3,CANINDEYU,PROG.DEP,0.806735944681304
CAT5,2023,3,CANINDEYU,PROD.DEP,4551.65799182725
CAT5,2023,3,CANINDEYU,TOTAL DEP,61690.2178518003
CAT5,2023,3,CANINDEYU,ACCID.FEP,1.0
CAT5,2023,3,CANINDEYU,PROD.FEP,1916.70876186558
CAT5,2023,3,CANINDEYU,PROG.FEP,0.929433643706613
CAT5,2023,3,CANINDEYU,TOTAL FEP,68113.2655462437
CAT5,2023,3,CANINDEYU,PROG.PENF,0.176620637344945
CAT5,2023,3,CANINDEYU,ACCID.PENF,3.0
CAT5,2023,3,CANINDEYU,TOTAL PENEF,62076.6206297652
CAT6,2023,3,CANINDEYU,ACCID.DEP,9.0
CAT5,2023,3,CANINDEYU,PROD.PENF,4286.80406716919
CAT6,2023,3,CANINDEYU,PROG.DEP,0.279321021819858
CAT6,2023,3,CANINDEYU,PROD.DEP,3106.18705966434
CAT6,2023,3,CANINDEYU,ACCID.FEP,2.0
CAT6,2023,3,CANINDEYU,TOTAL DEP,60886.5911980815
CAT6,2023,3,CANINDEYU,PROG.FEP,0.483725152826547
CAT6,2023,3,CANINDEYU,PROD.FEP,2752.46505130229
CAT6,2023,3,CANINDEYU,TOTAL FEP,50709.3765223571
CAT6,2023,3,CANINDEYU,PROG.PENF,0.919060219822538
CAT6,2023,3,CANINDEYU,ACCID.PENF,7.0
CAT6,2023,3,CANINDEYU,PROD.PENF,1115.58597129625
CAT7,2023,3,CANINDEYU,ACCID.DEP,9.0
CAT7,2023,3,CANINDEYU,PROG.DEP,0.454907099158487
CAT6,2023,3,CANINDEYU,TOTAL PENEF,54927.5749079869
CAT7,2023,3,CANINDEYU,PROD.DEP,1620.75113571637
CAT7,2023,3,CANINDEYU,TOTAL DEP,59234.2148591136
CAT1,2023,3,CANINDEYU,TOTAL DEP,54868.5584948425
CAT1,2023,3,CANINDEYU,ACCID.FEP,9.0
CAT1,2023,3,CANINDEYU,PROD.DEP,3482.26469406567
CAT7,2023,3,CANINDEYU,ACCID.FEP,5.0
CAT7,2023,3,CANINDEYU,ACCID.PENF,5.0
CAT7,2023,3,CANINDEYU,PROG.PENF,0.826418139108874
CAT7,2023,3,CANINDEYU,PROD.PENF,1906.06087882666
CAT7,2023,3,CANINDEYU,TOTAL PENEF,63188.6896448862
CAT8,2023,3,CANINDEYU,ACCID.DEP,8.0
CAT8,2023,3,CANINDEYU,PROG.DEP,0.654888103526371
CAT8,2023,3,CANINDEYU,PROD.DEP,1678.07649117584
CAT8,2023,3,CANINDEYU,TOTAL DEP,68666.7283659092
CAT8,2023,3,CANINDEYU,ACCID.FEP,0.0
CAT8,2023,3,CANINDEYU,PROG.FEP,0.255048402187723
CAT8,2023,3,CANINDEYU,PROD.FEP,4972.37434050174
CAT8,2023,3,CANINDEYU,TOTAL FEP,64171.7562757296
CAT8,2023,3,CANINDEYU,ACCID.PENF,0.0
CAT8,2023,3,CANINDEYU,PROG.PENF,0.851417678559245
CAT8,2023,3,CANINDEYU,PROD.PENF,1262.97510934839
CAT8,2023,3,CANINDEYU,TOTAL PENEF,60123.3441101902
CAT9,2023,3,CANINDEYU,ACCID.DEP,8.0
CAT9,2023,3,CANINDEYU,PROG.DEP,0.724397865839708
CAT9,2023,3,CANINDEYU,PROD.DEP,1251.63435446607
CAT9,2023,3,CANINDEYU,TOTAL DEP,69077.232682087
CAT9,2023,3,CANINDEYU,ACCID.FEP,7.0
CAT9,2023,3,CANINDEYU,PROG.FEP,0.811245496832097
CAT9,2023,3,CANINDEYU,PROD.FEP,4470.15365593719
CAT9,2023,3,CANINDEYU,TOTAL FEP,56187.7616814188
CAT9,2023,3,CANINDEYU,ACCID.PENF,8.0
CAT9,2023,3,CANINDEYU,PROG.PENF,0.931784927456783
CAT9,2023,3,CANINDEYU,PROD.PENF,4203.71100845109
CAT9,2023,3,CANINDEYU,TOTAL PENEF,68853.2944094655
CUR1,2023,3,CANINDEYU,ACCID.DEP,2.0
CUR1,2023,3,CANINDEYU,PROG.DEP,0.159304912050574
CUR1,2023,3,CANINDEYU,PROD.DEP,1185.96989406687
CUR1,2023,3,CANINDEYU,TOTAL DEP,52957.8977720257
CUR1,2023,3,CANINDEYU,ACCID.FEP,5.0
CUR1,2023,3,CANINDEYU,PROG.FEP,0.439151145463401
CUR1,2023,3,CANINDEYU,PROD.FEP,3447.84186032693
CUR1,2023,3,CANINDEYU,TOTAL FEP,69900.9585605477
CUR1,2023,3,CANINDEYU,ACCID.PENF,0.0
CUR1,2023,3,CANINDEYU,PROG.PENF,0.888470970007504
CUR1,2023,3,CANINDEYU,PROD.PENF,4712.72566082683
CUR1,2023,3,CANINDEYU,TOTAL PENEF,50321.0044815252
CUR2,2023,3,CANINDEYU,ACCID.DEP,1.0
CUR2,2023,3,CANINDEYU,PROG.DEP,0.803254378424813
CUR2,2023,3,CANINDEYU,PROD.DEP,2342.82336588636
CUR2,2023,3,CANINDEYU,TOTAL DEP,55007.9604786836
CUR2,2023,3,CANINDEYU,ACCID.FEP,5.0
CUR2,2023,3,CANINDEYU,PROG.FEP,0.852643310698552
CUR2,2023,3,CANINDEYU,PROD.FEP,4268.39329788476
CUR2,2023,3,CANINDEYU,TOTAL FEP,57544.7902797277
CUR2,2023,3,CANINDEYU,ACCID.PENF,1.0
CUR2,2023,3,CANINDEYU,PROG.PENF,0.732414007946562
CUR2,2023,3,CANINDEYU,PROD.PENF,2416.92969726998
CUR2,2023,3,CANINDEYU,TOTAL PENEF,66566.4058667873
CUR3,2023,3,CANINDEYU,ACCID.DEP,5.0
CUR3,2023,3,CANINDEYU,PROG.DEP,0.472675474321033
CUR3,2023,3,CANINDEYU,PROD.DEP,3685.11644157233
CUR3,2023,3,CANINDEYU,TOTAL DEP,65549.6559268151
CUR3,2023,3,CANINDEYU,ACCID.FEP,0.0
CUR3,2023,3,CANINDEYU,PROG.FEP,0.949079141935294
CUR3,2023,3,CANINDEYU,PROD.FEP,1903.08704448825
CUR3,2023,3,CANINDEYU,TOTAL FEP,51720.8453855202
CUR3,2023,3,CANINDEYU,ACCID.PENF,7.0
CUR3,2023,3,CANINDEYU,PROG.PENF,0.459508136149359
CUR3,2023,3,CANINDEYU,PROD.PENF,4981.47266079434
CUR3,2023,3,CANINDEYU,TOTAL PENEF,50674.0130502363
CUR4,2023,3,CANINDEYU,ACCID.DEP,6.0
CUR4,2023,3,CANINDEYU,PROG.DEP,0.555266050017254
CUR4,2023,3,CANINDEYU,PROD.DEP,1791.01329850325
CUR4,2023,3,CANINDEYU,TOTAL DEP,69874.3207521677
CUR4,2023,3,CANINDEYU,ACCID.FEP,0.0
CUR4,2023,3,CANINDEYU,PROG.FEP,0.829962774515286
CUR4,2023,3,CANINDEYU,PROD.FEP,4285.62741814377
CUR4,2023,3,CANINDEYU,TOTAL FEP,53529.5657886441
CUR4,2023,3,CANINDEYU,ACCID.PENF,0.0
CUR4,2023,3,CANINDEYU,PROG.PENF,0.611893017901449
CUR4,2023,3,CANINDEYU,PROD.PENF,2478.94373283672
CUR4,2023,3,CANINDEYU,TOTAL PENEF,56185.6138712222
CUR5,2023,3,CANINDEYU,ACCID.DEP,7.0
CUR5,2023,3,CANINDEYU,PROG.DEP,0.468157394136035
CUR5,2023,3,CANINDEYU,PROD.DEP,1580.94356538902
CUR5,2023,3,CANINDEYU,TOTAL DEP,67341.6413407351
CUR5,2023,3,CANINDEYU,ACCID.FEP,3.0
CUR5,2023,3,CANINDEYU,PROG.FEP,0.753622175317447
CUR5,2023,3,CANINDEYU,PROD.FEP,3306.33519034372
CUR5,2023,3,CANINDEYU,TOTAL FEP,67974.8148879441
CUR5,2023,3,CANINDEYU,ACCID.PENF,8.0
CAT7,2023,3,CANINDEYU,PROD.FEP,1677.80312050231
CUR5,2023,3,CANINDEYU,PROD.PENF,1330.08949509856
CUR5,2023,3,CANINDEYU,TOTAL PENEF,60106.262556406
DES10,2023,3,ALTO PARANÁ,ACCID.DEP,1.0
DES10,2023,3,ALTO PARANÁ,PROG.DEP,0.555949374614759
DES10,2023,3,ALTO PARANÁ,PROD.DEP,4832.56686632795
DES10,2023,3,ALTO PARANÁ,TOTAL DEP,63525.8528016958
DES10,2023,3,ALTO PARANÁ,ACCID.FEP,4.0
DES10,2023,3,ALTO PARANÁ,PROG.FEP,0.86904029362619
DES10,2023,3,ALTO PARANÁ,PROD.FEP,3353.76318429448
DES10,2023,3,ALTO PARANÁ,TOTAL FEP,58625.5720486088
CUR5,2023,3,CANINDEYU,PROG.PENF,0.313205014527643
CAT7,2023,3,CANINDEYU,TOTAL FEP,61431.2571344094
CAT7,2023,3,CANINDEYU,PROG.FEP,0.637244879048065
DES10,2023,3,ALTO PARANÁ,ACCID.PENF,6.0
DES10,2023,3,ALTO PARANÁ,PROG.PENF,0.128515643123418
DES3,2023,3,ALTO PARANÁ,PROG.DEP,0.446114714067054
DES3,2023,3,ALTO PARANÁ,PROD.DEP,2777.18596872276
DES3,2023,3,ALTO PARANÁ,TOTAL DEP,64700.6790330126
DES3,2023,3,ALTO PARANÁ,ACCID.FEP,7.0
DES3,2023,3,ALTO PARANÁ,PROG.FEP,0.540555778840046
DES3,2023,3,ALTO PARANÁ,PROD.FEP,4739.97219276023
DES3,2023,3,ALTO PARANÁ,TOTAL FEP,65533.2525525926
DES3,2023,3,ALTO PARANÁ,ACCID.PENF,0.0
DES3,2023,3,ALTO PARANÁ,PROG.PENF,0.466979905304415
DES3,2023,3,ALTO PARANÁ,PROD.PENF,1574.25797713472
DES3,2023,3,ALTO PARANÁ,TOTAL PENEF,69781.6364614978
DES4,2023,3,ALTO PARANÁ,ACCID.DEP,4.0
DES4,2023,3,ALTO PARANÁ,PROG.DEP,0.703876524210141
DES4,2023,3,ALTO PARANÁ,PROD.DEP,2152.13947915443
DES4,2023,3,ALTO PARANÁ,TOTAL DEP,66579.3924621355
DES4,2023,3,ALTO PARANÁ,ACCID.FEP,1.0
DES4,2023,3,ALTO PARANÁ,PROG.FEP,0.778553179962552
DES4,2023,3,ALTO PARANÁ,PROD.FEP,2587.23531666046
DES4,2023,3,ALTO PARANÁ,TOTAL FEP,67877.653106456
DES4,2023,3,ALTO PARANÁ,ACCID.PENF,7.0
DES4,2023,3,ALTO PARANÁ,PROG.PENF,0.910697436930749
DES4,2023,3,ALTO PARANÁ,PROD.PENF,2592.31724162397
DES4,2023,3,ALTO PARANÁ,TOTAL PENEF,53412.8300181604
DES5,2023,3,ALTO PARANÁ,ACCID.DEP,4.0
DES5,2023,3,ALTO PARANÁ,PROG.DEP,0.674085307007102
DES5,2023,3,ALTO PARANÁ,PROD.DEP,1242.23650881215
DES5,2023,3,ALTO PARANÁ,TOTAL DEP,68373.0179807643
DES5,2023,3,ALTO PARANÁ,ACCID.FEP,8.0
DES5,2023,3,ALTO PARANÁ,PROG.FEP,0.729668578813902
DES5,2023,3,ALTO PARANÁ,PROD.FEP,2196.72113729295
DES5,2023,3,ALTO PARANÁ,TOTAL FEP,67245.4670369019
DES5,2023,3,ALTO PARANÁ,ACCID.PENF,8.0
DES5,2023,3,ALTO PARANÁ,PROG.PENF,0.967488280016151
DES5,2023,3,ALTO PARANÁ,PROD.PENF,3715.67523310874
DES5,2023,3,ALTO PARANÁ,TOTAL PENEF,68283.6859025281
DES8,2023,3,ALTO PARANÁ,ACCID.DEP,8.0
DES8,2023,3,ALTO PARANÁ,PROG.DEP,0.308752683913982
DES8,2023,3,ALTO PARANÁ,PROD.DEP,4945.65635782695
DES8,2023,3,ALTO PARANÁ,TOTAL DEP,68243.966534537
DES8,2023,3,ALTO PARANÁ,ACCID.FEP,6.0
DES8,2023,3,ALTO PARANÁ,PROG.FEP,0.840880701954012
DES10,2023,3,ALTO PARANÁ,TOTAL PENEF,68845.2595220552
DES8,2023,3,ALTO PARANÁ,TOTAL FEP,54221.8472581356
DES8,2023,3,ALTO PARANÁ,ACCID.PENF,0.0
DES8,2023,3,ALTO PARANÁ,PROG.PENF,0.730691463850994
DES8,2023,3,ALTO PARANÁ,PROD.PENF,4527.87129091741
DES8,2023,3,ALTO PARANÁ,TOTAL PENEF,57186.3985929447
DES9,2023,3,ALTO PARANÁ,ACCID.DEP,9.0
DES9,2023,3,ALTO PARANÁ,PROG.DEP,0.377703145922988
DES9,2023,3,ALTO PARANÁ,PROD.DEP,4006.04127181288
DES9,2023,3,ALTO PARANÁ,TOTAL DEP,54378.0105429632
DES9,2023,3,ALTO PARANÁ,ACCID.FEP,4.0
DES9,2023,3,ALTO PARANÁ,PROG.FEP,0.231435472066886
DES9,2023,3,ALTO PARANÁ,PROD.FEP,2598.71827456719
DES9,2023,3,ALTO PARANÁ,TOTAL FEP,69566.7355626879
DES9,2023,3,ALTO PARANÁ,ACCID.PENF,7.0
DES9,2023,3,ALTO PARANÁ,PROG.PENF,0.871724414922803
DES9,2023,3,ALTO PARANÁ,PROD.PENF,2999.94583104107
DES9,2023,3,ALTO PARANÁ,TOTAL PENEF,50150.353066297
HER1,2023,3,ALTO PARANÁ,ACCID.DEP,6.0
HER1,2023,3,ALTO PARANÁ,PROG.DEP,0.188807260459719
HER1,2023,3,ALTO PARANÁ,PROD.DEP,3181.3793835586
HER1,2023,3,ALTO PARANÁ,TOTAL DEP,66720.4171871789
HER1,2023,3,ALTO PARANÁ,ACCID.FEP,5.0
HER1,2023,3,ALTO PARANÁ,PROG.FEP,0.375571773181824
HER1,2023,3,ALTO PARANÁ,PROD.FEP,2893.58650174951
HER1,2023,3,ALTO PARANÁ,TOTAL FEP,65982.301195648
HER1,2023,3,ALTO PARANÁ,ACCID.PENF,3.0
HER1,2023,3,ALTO PARANÁ,PROG.PENF,0.90958599972841
HER1,2023,3,ALTO PARANÁ,PROD.PENF,4414.97726376694
HER1,2023,3,ALTO PARANÁ,TOTAL PENEF,65723.6575104579
HER10,2023,3,ALTO PARANÁ,ACCID.DEP,4.0
HER10,2023,3,ALTO PARANÁ,PROG.DEP,0.360717358469971
HER10,2023,3,ALTO PARANÁ,PROD.DEP,3546.37790332432
HER10,2023,3,ALTO PARANÁ,TOTAL DEP,64161.8999615733
HER10,2023,3,ALTO PARANÁ,ACCID.FEP,0.0
HER10,2023,3,ALTO PARANÁ,PROG.FEP,0.130483384671893
HER10,2023,3,ALTO PARANÁ,PROD.FEP,2798.0639847509
HER10,2023,3,ALTO PARANÁ,ACCID.PENF,1.0
HER10,2023,3,ALTO PARANÁ,TOTAL FEP,54112.4449277389
HER10,2023,3,ALTO PARANÁ,PROG.PENF,0.649776728934157
HER10,2023,3,ALTO PARANÁ,PROD.PENF,1950.61949655459
HER10,2023,3,ALTO PARANÁ,TOTAL PENEF,64964.4787658409
HER2,2023,3,ALTO PARANÁ,ACCID.DEP,5.0
HER2,2023,3,ALTO PARANÁ,PROD.DEP,4202.97045013837
HER2,2023,3,ALTO PARANÁ,TOTAL DEP,53356.7821217323
HER2,2023,3,ALTO PARANÁ,PROG.DEP,0.703848001176664
HER2,2023,3,ALTO PARANÁ,ACCID.FEP,2.0
HER2,2023,3,ALTO PARANÁ,PROG.FEP,0.704696535731239
HER2,2023,3,ALTO PARANÁ,PROD.FEP,1314.37183873111
HER2,2023,3,ALTO PARANÁ,ACCID.PENF,1.0
HER2,2023,3,ALTO PARANÁ,PROG.PENF,0.193000678543102
HER2,2023,3,ALTO PARANÁ,TOTAL FEP,52184.7895658079
HER2,2023,3,ALTO PARANÁ,PROD.PENF,3734.5970543149
HER2,2023,3,ALTO PARANÁ,TOTAL PENEF,52116.6603256722
DES8,2023,3,ALTO PARANÁ,PROD.FEP,2108.24630218599
DES3,2023,3,ALTO PARANÁ,ACCID.DEP,2.0
DES10,2023,3,ALTO PARANÁ,PROD.PENF,2132.39635101592
HER7,2023,3,ALTO PARANÁ,ACCID.DEP,7.0
HER7,2023,3,ALTO PARANÁ,ACCID.FEP,1.0
HER7,2023,3,ALTO PARANÁ,PROD.DEP,2581.86625889423
HER7,2023,3,ALTO PARANÁ,PROD.FEP,4638.37130030653
HER7,2023,3,ALTO PARANÁ,TOTAL FEP,65583.9593207786
HER7,2023,3,ALTO PARANÁ,ACCID.PENF,0.0
HER7,2023,3,ALTO PARANÁ,PROD.PENF,1093.56774491579
HER7,2023,3,ALTO PARANÁ,PROG.PENF,0.671355653981497
HER7,2023,3,ALTO PARANÁ,TOTAL PENEF,53264.8385940297
HER8,2023,3,ALTO PARANÁ,ACCID.DEP,1.0
HER8,2023,3,ALTO PARANÁ,PROG.DEP,0.472018356810975
HER8,2023,3,ALTO PARANÁ,PROD.DEP,2590.22625463009
HER8,2023,3,ALTO PARANÁ,TOTAL DEP,69369.8811155979
HER8,2023,3,ALTO PARANÁ,ACCID.FEP,7.0
HER8,2023,3,ALTO PARANÁ,PROG.FEP,0.42753334866262
HER8,2023,3,ALTO PARANÁ,PROD.FEP,3413.3336507763
HER8,2023,3,ALTO PARANÁ,TOTAL FEP,69872.2391669968
HER8,2023,3,ALTO PARANÁ,ACCID.PENF,9.0
HER8,2023,3,ALTO PARANÁ,PROG.PENF,0.198473987913545
HER8,2023,3,ALTO PARANÁ,PROD.PENF,2711.94625692615
HER8,2023,3,ALTO PARANÁ,TOTAL PENEF,58977.5348033984
HER9,2023,3,ALTO PARANÁ,ACCID.DEP,4.0
HER9,2023,3,ALTO PARANÁ,PROG.DEP,0.252900420389037
HER9,2023,3,ALTO PARANÁ,PROD.DEP,3747.21713509737
HER9,2023,3,ALTO PARANÁ,TOTAL DEP,56491.8085161344
HER9,2023,3,ALTO PARANÁ,ACCID.FEP,9.0
HER9,2023,3,ALTO PARANÁ,PROG.FEP,0.669482974018144
HER9,2023,3,ALTO PARANÁ,PROD.FEP,3681.95626459922
HER9,2023,3,ALTO PARANÁ,TOTAL FEP,64759.678158073
HER9,2023,3,ALTO PARANÁ,ACCID.PENF,7.0
HER9,2023,3,ALTO PARANÁ,PROG.PENF,0.503235733946258
HER9,2023,3,ALTO PARANÁ,PROD.PENF,2205.34873586899
HER9,2023,3,ALTO PARANÁ,TOTAL PENEF,52379.7634418873
IRY1,2023,3,ALTO PARANÁ,ACCID.DEP,5.0
IRY1,2023,3,ALTO PARANÁ,PROG.DEP,0.322119701941594
IRY1,2023,3,ALTO PARANÁ,PROD.DEP,2231.84823524993
IRY1,2023,3,ALTO PARANÁ,TOTAL DEP,60441.7919029691
IRY1,2023,3,ALTO PARANÁ,ACCID.FEP,3.0
IRY1,2023,3,ALTO PARANÁ,PROG.FEP,0.823131071365909
IRY1,2023,3,ALTO PARANÁ,PROD.FEP,1736.74473761128
IRY1,2023,3,ALTO PARANÁ,TOTAL FEP,53804.5306703409
IRY1,2023,3,ALTO PARANÁ,ACCID.PENF,0.0
IRY1,2023,3,ALTO PARANÁ,PROG.PENF,0.634846825824881
IRY1,2023,3,ALTO PARANÁ,PROD.PENF,1733.84982720616
IRY1,2023,3,ALTO PARANÁ,TOTAL PENEF,64476.5473864989
IRY2,2023,3,ALTO PARANÁ,ACCID.DEP,2.0
IRY2,2023,3,ALTO PARANÁ,PROG.DEP,0.279048798231436
IRY2,2023,3,ALTO PARANÁ,PROD.DEP,4620.21666620311
IRY2,2023,3,ALTO PARANÁ,TOTAL DEP,55925.0962391277
IRY2,2023,3,ALTO PARANÁ,ACCID.FEP,4.0
IRY2,2023,3,ALTO PARANÁ,PROG.FEP,0.578270882743262
IRY2,2023,3,ALTO PARANÁ,PROD.FEP,1970.57952733646
IRY2,2023,3,ALTO PARANÁ,TOTAL FEP,58801.6456993509
IRY2,2023,3,ALTO PARANÁ,ACCID.PENF,3.0
IRY2,2023,3,ALTO PARANÁ,PROG.PENF,0.347491655237273
IRY2,2023,3,ALTO PARANÁ,PROD.PENF,4578.82785506571
IRY2,2023,3,ALTO PARANÁ,TOTAL PENEF,68105.5099207961
IRY3,2023,3,ALTO PARANÁ,ACCID.DEP,2.0
IRY3,2023,3,ALTO PARANÁ,PROG.DEP,0.50752291497694
IRY3,2023,3,ALTO PARANÁ,PROD.DEP,1263.03060385871
IRY3,2023,3,ALTO PARANÁ,TOTAL DEP,57844.5459095617
IRY3,2023,3,ALTO PARANÁ,ACCID.FEP,8.0
IRY3,2023,3,ALTO PARANÁ,PROG.FEP,0.999598772500052
IRY3,2023,3,ALTO PARANÁ,PROD.FEP,1108.54681487966
IRY3,2023,3,ALTO PARANÁ,TOTAL FEP,58557.7835571529
IRY3,2023,3,ALTO PARANÁ,ACCID.PENF,3.0
IRY3,2023,3,ALTO PARANÁ,PROG.PENF,0.221932471744085
IRY3,2023,3,ALTO PARANÁ,PROD.PENF,2723.15836234803
IRY3,2023,3,ALTO PARANÁ,TOTAL PENEF,57818.3392524767
IRY4,2023,3,ALTO PARANÁ,ACCID.DEP,6.0
IRY4,2023,3,ALTO PARANÁ,PROG.DEP,0.866404010943491
IRY4,2023,3,ALTO PARANÁ,PROD.DEP,1889.6038487662
IRY4,2023,3,ALTO PARANÁ,TOTAL DEP,57639.1565877974
IRY4,2023,3,ALTO PARANÁ,ACCID.FEP,9.0
IRY4,2023,3,ALTO PARANÁ,PROG.FEP,0.148781614116203
IRY4,2023,3,ALTO PARANÁ,PROD.FEP,4637.4593082349
IRY4,2023,3,ALTO PARANÁ,TOTAL FEP,57273.6280431222
IRY4,2023,3,ALTO PARANÁ,ACCID.PENF,0.0
IRY4,2023,3,ALTO PARANÁ,PROG.PENF,0.33367856654675
IRY4,2023,3,ALTO PARANÁ,PROD.PENF,1923.19177915761
IRY4,2023,3,ALTO PARANÁ,TOTAL PENEF,50484.1053421857
JEP1,2023,3,CANINDEYU,ACCID.DEP,7.0
JEP1,2023,3,CANINDEYU,PROG.DEP,0.472301106293426
JEP1,2023,3,CANINDEYU,PROD.DEP,4414.90462169249
JEP1,2023,3,CANINDEYU,TOTAL DEP,63846.3330484268
JEP1,2023,3,CANINDEYU,ACCID.FEP,6.0
JEP1,2023,3,CANINDEYU,PROG.FEP,0.745046665240601
JEP1,2023,3,CANINDEYU,PROD.FEP,2144.62582615316
JEP1,2023,3,CANINDEYU,TOTAL FEP,58418.8141485327
JEP1,2023,3,CANINDEYU,ACCID.PENF,6.0
JEP1,2023,3,CANINDEYU,PROG.PENF,0.99805679662112
JEP1,2023,3,CANINDEYU,PROD.PENF,2119.88455859952
JEP1,2023,3,CANINDEYU,TOTAL PENEF,69273.1053980584
JEP2,2023,3,CANINDEYU,ACCID.DEP,7.0
JEP2,2023,3,CANINDEYU,PROG.DEP,0.855396812102613
JEP2,2023,3,CANINDEYU,PROD.DEP,1548.56028459455
JEP2,2023,3,CANINDEYU,TOTAL DEP,62651.4490340906
HER7,2023,3,ALTO PARANÁ,PROG.FEP,0.26947116003574
HER7,2023,3,ALTO PARANÁ,TOTAL DEP,64168.1650711214
HER7,2023,3,ALTO PARANÁ,PROG.DEP,0.883287360926949
JEP2,2023,3,CANINDEYU,ACCID.FEP,4.0
JEP2,2023,3,CANINDEYU,PROD.FEP,4017.85248868652
JEP2,2023,3,CANINDEYU,PROG.PENF,0.701796408931753
JEP2,2023,3,CANINDEYU,PROD.PENF,1909.29523151742
JEP2,2023,3,CANINDEYU,TOTAL PENEF,65976.2629623519
JEP3,2023,3,CANINDEYU,ACCID.DEP,0.0
JEP3,2023,3,CANINDEYU,PROG.DEP,0.927716738044515
JEP3,2023,3,CANINDEYU,PROD.DEP,4714.19050361871
JEP3,2023,3,CANINDEYU,TOTAL DEP,61236.3494288894
JEP3,2023,3,CANINDEYU,ACCID.FEP,8.0
JEP3,2023,3,CANINDEYU,PROG.FEP,0.913996432938333
JEP3,2023,3,CANINDEYU,PROD.FEP,1133.10200155764
JEP3,2023,3,CANINDEYU,TOTAL FEP,68004.8357173864
JEP3,2023,3,CANINDEYU,ACCID.PENF,7.0
JEP3,2023,3,CANINDEYU,PROG.PENF,0.422330979496662
JEP3,2023,3,CANINDEYU,PROD.PENF,3710.48697865948
JEP3,2023,3,CANINDEYU,TOTAL PENEF,50999.3957925087
JEP4,2023,3,CANINDEYU,ACCID.DEP,2.0
JEP4,2023,3,CANINDEYU,PROG.DEP,0.290324878822215
JEP4,2023,3,CANINDEYU,PROD.DEP,2471.77702360978
JEP4,2023,3,CANINDEYU,TOTAL DEP,64674.0503958894
JEP4,2023,3,CANINDEYU,ACCID.FEP,0.0
JEP4,2023,3,CANINDEYU,PROG.FEP,0.354825614855243
JEP4,2023,3,CANINDEYU,PROD.FEP,1499.30251620776
JEP4,2023,3,CANINDEYU,TOTAL FEP,55952.8663357637
JEP4,2023,3,CANINDEYU,ACCID.PENF,3.0
JEP4,2023,3,CANINDEYU,PROG.PENF,0.383851562810015
JEP4,2023,3,CANINDEYU,PROD.PENF,2637.82570936443
JEP4,2023,3,CANINDEYU,TOTAL PENEF,67737.7005982879
JLM1,2023,3,ALTO PARANÁ,ACCID.DEP,1.0
JLM1,2023,3,ALTO PARANÁ,PROG.DEP,0.700433996731892
JLM1,2023,3,ALTO PARANÁ,PROD.DEP,1401.80802975885
JLM1,2023,3,ALTO PARANÁ,ACCID.FEP,5.0
JLM1,2023,3,ALTO PARANÁ,TOTAL DEP,67802.9881835048
JLM1,2023,3,ALTO PARANÁ,PROG.FEP,0.729039476446891
